signal_date,stock_code,stock_name,policy_key,policy_label_ko,relationship_group,dashboard_rank,dashboard_score_v2,entry_1500,fill_pass,color_path,color_path_emoji,color_path_label_ko,pattern_short_label,d1_color,d1_color_emoji,d1_color_name_ko,d1_color_hex,d2_color,d2_color_emoji,d2_color_name_ko,d2_color_hex,d3_color,d3_color_emoji,d3_color_name_ko,d3_color_hex,d4_color,d4_color_emoji,d4_color_name_ko,d4_color_hex,d5_color,d5_color_emoji,d5_color_name_ko,d5_color_hex,d5_first_touch_result,outcome_ko,first_touch_result,first_touch_ko,mfe_d5_pct,mae_d5_pct,green_count,yellow_count,orange_count,red_count,gray_count,chart_path,chart_path_exists
2026-05-06,10170,대한광통신,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,2,83.8035,18210.0,Y,G-Y-G-Y-R,🟢-🟡-🟢-🟡-🔴,완전강세-회복-완전강세-회복-약세,회복→강세,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,profit_first,익절 먼저,profit_first,익절 먼저,57.0566,3.0752,2,2,0,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260506_r2_010170.png,True
2026-05-06,6800,미래에셋증권,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,3,80.8313,84800.0,Y,R-Y-O-O-O,🔴-🟡-🟠-🟠-🟠,약세-회복-실패-실패-실패,실패 반복,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,0.8255,-10.7311,0,1,3,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260506_r3_006800.png,True
2026-05-07,10170,대한광통신,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,1,78.0919,21250.0,Y,Y-G-Y-R-X,🟡-🟢-🟡-🔴-⚪,회복-완전강세-회복-약세-보합/부족,회복→강세,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,X,⚪,보합/부족,#E8ECF0,loss_first,손실 먼저,loss_first,손실 먼저,34.5882,-3.0588,1,2,0,1,1,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260507_r1_010170.png,True
2026-05-07,1440,대한전선,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,2,60.4044,64200.0,Y,Y-O-O-O-Y,🟡-🟠-🟠-🟠-🟡,회복-실패-실패-실패-회복,실패 반복,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,18.2243,-2.3364,0,2,3,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260507_r2_001440.png,True
2026-05-07,28050,삼성E&A,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,3,80.1729,64700.0,Y,R-R-O-R-G,🔴-🔴-🟠-🔴-🟢,약세-약세-실패-약세-완전강세,실패→약세,R,🔴,약세,#FFD1D1,R,🔴,약세,#FFD1D1,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,G,🟢,완전강세,#D1F5DD,loss_first,손실 먼저,loss_first,손실 먼저,-2.7821,-17.9289,1,0,1,3,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260507_r3_028050.png,True
2026-05-08,10170,대한광통신,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,1,21.5887,22200.0,Y,G-Y-R-X-O,🟢-🟡-🔴-⚪-🟠,완전강세-회복-약세-보합/부족-실패,혼합 흐름,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,X,⚪,보합/부족,#E8ECF0,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,28.8288,-1.1261,1,1,1,1,1,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260508_r1_010170.png,True
2026-05-08,1440,대한전선,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,2,60.4044,72800.0,Y,O-O-O-Y-O,🟠-🟠-🟠-🟡-🟠,실패-실패-실패-회복-실패,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,4.2582,-19.5055,0,1,4,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260508_r2_001440.png,True
2026-05-08,28050,삼성E&A,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,3,80.1729,62700.0,Y,R-O-R-G-O,🔴-🟠-🔴-🟢-🟠,약세-실패-약세-완전강세-실패,실패→약세,R,🔴,약세,#FFD1D1,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,-2.7113,-21.0526,1,0,2,2,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260508_r3_028050.png,True
2026-05-11,10170,대한광통신,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,1,75.1812,27400.0,Y,Y-R-X-O-X,🟡-🔴-⚪-🟠-⚪,회복-약세-보합/부족-실패-보합/부족,혼합 흐름,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,X,⚪,보합/부족,#E8ECF0,O,🟠,실패,#FFE1BD,X,⚪,보합/부족,#E8ECF0,loss_first,손실 먼저,loss_first,손실 먼저,0.5474,-19.8905,0,1,1,1,2,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260511_r1_010170.png,True
2026-05-11,18880,한온시스템,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,COMMON_V2_P0,2,90.2988,5760.0,Y,O-O-O-Y-X,🟠-🟠-🟠-🟡-⚪,실패-실패-실패-회복-보합/부족,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,X,⚪,보합/부족,#E8ECF0,loss_first,손실 먼저,loss_first,손실 먼저,-2.9514,-15.7986,0,1,3,0,1,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260511_r2_018880.png,True
2026-05-11,1440,대한전선,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,3,77.8671,70750.0,Y,O-O-Y-O-X,🟠-🟠-🟡-🟠-⚪,실패-실패-회복-실패-보합/부족,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,X,⚪,보합/부족,#E8ECF0,loss_first,손실 먼저,loss_first,손실 먼저,-0.636,-17.1731,0,1,3,0,1,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260511_r3_001440.png,True
2026-05-13,34220,LG디스플레이,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,COMMON_V2_P0,1,77.4077,14120.0,Y,Y-O-X-X-X,🟡-🟠-⚪-⚪-⚪,회복-실패-보합/부족-보합/부족-보합/부족,데이터 대기,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,profit_first,익절 먼저,profit_first,익절 먼저,18.9802,-2.5496,0,1,1,0,3,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260513_r1_034220.png,True
2026-05-13,10170,대한광통신,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,2,42.3353,25250.0,Y,X-O-X-X-X,⚪-🟠-⚪-⚪-⚪,보합/부족-실패-보합/부족-보합/부족-보합/부족,데이터 대기,X,⚪,보합/부족,#E8ECF0,O,🟠,실패,#FFE1BD,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,profit_first,익절 먼저,profit_first,익절 먼저,4.7525,-13.0693,0,0,1,0,4,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260513_r2_010170.png,True
2026-05-13,12200,계양전기,P0_LEGACY_D0_RANK_TOP3,기존 P0 d0_rank Top3,P0_ONLY,3,35.2204,12940.0,Y,O-O-X-X-X,🟠-🟠-⚪-⚪-⚪,실패-실패-보합/부족-보합/부족-보합/부족,데이터 대기,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,profit_first,익절 먼저,profit_first,익절 먼저,3.0139,-31.2983,0,0,2,0,3,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\P0_LEGACY_D0_RANK_TOP3\20260513_r3_012200.png,True
2026-04-09,47040,대우건설,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,1,,,Y,G-O-O-G-Y,🟢-🟠-🟠-🟢-🟡,완전강세-실패-실패-완전강세-회복,혼합 흐름,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,25.8547,-2.7778,2,1,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r1_047040.png,True
2026-04-09,17900,광전자,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,2,,,Y,X-G-X-G-O,⚪-🟢-⚪-🟢-🟠,보합/부족-완전강세-보합/부족-완전강세-실패,혼합 흐름,X,⚪,보합/부족,#E8ECF0,G,🟢,완전강세,#D1F5DD,X,⚪,보합/부족,#E8ECF0,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,114.4222,18.4336,2,0,1,0,2,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r2_017900.png,True
2026-04-09,93370,후성,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,3,,,Y,R-Y-G-O-Y,🔴-🟡-🟢-🟠-🟡,약세-회복-완전강세-실패-회복,약세→회복→강세,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,loss_first,손실 먼저,loss_first,손실 먼저,5.5005,-7.8449,1,2,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r3_093370.png,True
2026-04-09,65440,이루온,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,4,,,Y,O-Y-O-O-R,🟠-🟡-🟠-🟠-🔴,실패-회복-실패-실패-약세,실패→약세,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,loss_first,손실 먼저,loss_first,손실 먼저,4.1126,-32.9004,0,1,3,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r4_065440.png,True
2026-04-09,69540,빛과전자,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,5,,,Y,G-X-G-X-O,🟢-⚪-🟢-⚪-🟠,완전강세-보합/부족-완전강세-보합/부족-실패,혼합 흐름,G,🟢,완전강세,#D1F5DD,X,⚪,보합/부족,#E8ECF0,G,🟢,완전강세,#D1F5DD,X,⚪,보합/부족,#E8ECF0,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,104.804,10.7459,2,0,1,0,2,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r5_069540.png,True
2026-04-09,92790,넥스틸,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,6,,,Y,O-G-O-R-R,🟠-🟢-🟠-🔴-🔴,실패-완전강세-실패-약세-약세,실패→약세,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,R,🔴,약세,#FFD1D1,profit_first,익절 먼저,profit_first,익절 먼저,11.271,-3.8969,1,0,2,2,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r6_092790.png,True
2026-04-09,100590,머큐리,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,7,,,Y,Y-Y-O-O-R,🟡-🟡-🟠-🟠-🔴,회복-회복-실패-실패-약세,실패→약세,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,profit_first,익절 먼저,profit_first,익절 먼저,39.0403,-12.759,0,2,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r7_100590.png,True
2026-04-09,8350,남선알미늄,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,8,,,Y,Y-G-Y-R-O,🟡-🟢-🟡-🔴-🟠,회복-완전강세-회복-약세-실패,회복→강세,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,60.5991,-0.9217,1,2,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r8_008350.png,True
2026-04-09,10820,퍼스텍,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,9,,,Y,G-Y-O-Y-O,🟢-🟡-🟠-🟡-🟠,완전강세-회복-실패-회복-실패,혼합 흐름,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,29.8874,6.1412,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r9_010820.png,True
2026-04-09,3280,흥아해운,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,10,,,Y,Y-G-R-Y-O,🟡-🟢-🔴-🟡-🟠,회복-완전강세-약세-회복-실패,회복→강세,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,20.9003,-3.3762,1,2,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r10_003280.png,True
2026-04-09,17550,수산세보틱스,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,11,,,Y,G-R-G-G-O,🟢-🔴-🟢-🟢-🟠,완전강세-약세-완전강세-완전강세-실패,강세 지속,G,🟢,완전강세,#D1F5DD,R,🔴,약세,#FFD1D1,G,🟢,완전강세,#D1F5DD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,13.8047,-3.367,3,0,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r11_017550.png,True
2026-04-09,37440,희림,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,12,,,Y,Y-O-Y-O-R,🟡-🟠-🟡-🟠-🔴,회복-실패-회복-실패-약세,실패→약세,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,profit_first,익절 먼저,profit_first,익절 먼저,10.9299,-6.3622,0,2,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r12_037440.png,True
2026-04-09,5010,휴스틸,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,13,,,Y,O-X-O-R-X,🟠-⚪-🟠-🔴-⚪,실패-보합/부족-실패-약세-보합/부족,실패→약세,O,🟠,실패,#FFE1BD,X,⚪,보합/부족,#E8ECF0,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,X,⚪,보합/부족,#E8ECF0,profit_first,익절 먼저,profit_first,익절 먼저,4.1522,-13.5813,0,0,2,1,2,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r13_005010.png,True
2026-04-09,71090,하이스틸,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,14,,,Y,O-Y-Y-Y-O,🟠-🟡-🟡-🟡-🟠,실패-회복-회복-회복-실패,혼합 흐름,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,10.2109,-9.212,0,3,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r14_071090.png,True
2026-04-09,38110,에코플라스틱,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,15,,,Y,Y-G-Y-O-O,🟡-🟢-🟡-🟠-🟠,회복-완전강세-회복-실패-실패,회복→강세,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,19.9192,-2.0188,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r15_038110.png,True
2026-04-09,24740,한일단조,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,16,,,Y,Y-G-O-R-O,🟡-🟢-🟠-🔴-🟠,회복-완전강세-실패-약세-실패,회복→강세,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,25.0751,-2.8529,1,1,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r16_024740.png,True
2026-04-09,357880,SKAI,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,17,,,Y,O-Y-Y-O-G,🟠-🟡-🟡-🟠-🟢,실패-회복-회복-실패-완전강세,회복→강세,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,loss_first,손실 먼저,loss_first,손실 먼저,15.2284,-11.0406,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r17_357880.png,True
2026-04-09,26940,부국철강,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,18,,,N,X-X-X-X-X,⚪-⚪-⚪-⚪-⚪,보합/부족-보합/부족-보합/부족-보합/부족-보합/부족,데이터 대기,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,missing,데이터 부족,missing,데이터 부족,,,0,0,0,0,5,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r18_026940.png,True
2026-04-09,340440,세림B&G,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,19,,,Y,Y-G-Y-O-O,🟡-🟢-🟡-🟠-🟠,회복-완전강세-회복-실패-실패,회복→강세,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,44.5,-1.7,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r19_340440.png,True
2026-04-09,285800,진영,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,20,,,Y,Y-G-Y-O-O,🟡-🟢-🟡-🟠-🟠,회복-완전강세-회복-실패-실패,회복→강세,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,42.8916,-3.1325,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r20_285800.png,True
2026-04-09,8420,문배철강,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,21,,,Y,O-O-Y-O-Y,🟠-🟠-🟡-🟠-🟡,실패-실패-회복-실패-회복,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,13.2383,-3.2587,0,2,3,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260409_r21_008420.png,True
2026-04-10,10170,대한광통신,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,1,,,Y,G-Y-O-R-G,🟢-🟡-🟠-🔴-🟢,완전강세-회복-실패-약세-완전강세,회복→강세,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,G,🟢,완전강세,#D1F5DD,profit_first,익절 먼저,profit_first,익절 먼저,21.6814,-18.9712,2,1,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260410_r1_010170.png,True
2026-04-10,47040,대우건설,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,2,,,Y,O-O-G-Y-Y,🟠-🟠-🟢-🟡-🟡,실패-실패-완전강세-회복-회복,혼합 흐름,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,loss_first,손실 먼저,loss_first,손실 먼저,19.9593,-7.332,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260410_r2_047040.png,True
2026-04-10,50890,쏠리드,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,3,,,Y,Y-O-G-O-G,🟡-🟠-🟢-🟠-🟢,회복-실패-완전강세-실패-완전강세,회복→강세,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,loss_first,손실 먼저,loss_first,손실 먼저,14.7447,-6.8847,2,1,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260410_r3_050890.png,True
2026-04-10,11930,신성이엔지,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,4,,,Y,Y-O-G-G-O,🟡-🟠-🟢-🟢-🟠,회복-실패-완전강세-완전강세-실패,회복→강세,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,31.4815,-3.7037,2,1,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260410_r4_011930.png,True
2026-04-10,5880,대한해운,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,5,,,Y,O-O-Y-G-O,🟠-🟠-🟡-🟢-🟠,실패-실패-회복-완전강세-실패,회복→강세,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,9.5469,-15.8576,1,1,3,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260410_r5_005880.png,True
2026-04-10,64260,다날,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,6,,,Y,Y-O-G-Y-O,🟡-🟠-🟢-🟡-🟠,회복-실패-완전강세-회복-실패,회복→강세,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,7.1605,-4.5679,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260410_r6_064260.png,True
